catchment_id,train_coverage,validation_coverage,test_coverage,train_q95_m3_s,train_high_flow_days,validation_high_flow_days,test_high_flow_days,nonzero_train_days,negative_values,selection_score
12009,0.4597718631178707,0.9572836801752465,0.6621029572836802,398.79000000000065,152,24,5,2995,0,0.4597718631178707
14015,0.45749049429657795,0.5454545454545454,0.3614457831325301,54.24125000000003,151,32,29,1594,0,0.3614457831325301
12001,0.4542965779467681,0.9052573932092004,0.8269441401971522,124.73699999999997,150,81,47,2464,0,0.4542965779467681
15018,0.45368821292775663,1.0,0.7152245345016429,15.452000000000009,150,43,169,1131,0,0.45368821292775663
03091,0.4529277566539924,0.47261774370208104,0.4134720700985761,61.35195000000003,149,33,0,2856,0,0.4134720700985761
11010,0.44562737642585554,1.0,0.9780941949616648,368.7524999999981,147,96,35,2673,0,0.44562737642585554
12044,0.44076045627376426,0.9983570646221248,0.6467688937568455,44.58200000000002,145,169,51,1472,0,0.44076045627376426
03110,0.43376425855513306,0.41511500547645125,0.42825848849945236,116.57999999999993,143,24,18,2022,0,0.41511500547645125
12015,0.42250950570342205,1.0,0.46276013143483025,11.297500000000003,139,219,138,798,0,0.42250950570342205
14011,0.4159695817490494,0.6363636363636364,0.3849945235487404,279.2999999999997,137,39,44,1380,0,0.3849945235487404
05001,0.3855513307984791,1.0,0.9123767798466593,142.41599999999997,127,45,38,2473,0,0.3855513307984791
05017,0.3746007604562738,1.0,0.9709748083242059,161.37900000000005,124,81,63,2368,0,0.3746007604562738
17005,0.372319391634981,0.49123767798466594,0.6396495071193866,154.02000000000024,123,2,37,2134,0,0.372319391634981
15006,0.36228136882129275,1.0,0.8707557502738226,177.77399999999972,120,118,51,1907,0,0.36228136882129275
15001,0.30342205323193916,1.0,0.7338444687842278,346.72299999999996,100,116,61,1043,0,0.30342205323193916
05025,0.2968821292775665,1.0,0.515881708652793,0.9544999999999981,98,32,32,610,0,0.2968821292775665
04015,0.26813688212927755,1.0,0.9079956188389924,188.46999999999983,89,101,47,1488,0,0.26813688212927755
13013,0.19893536121673003,0.0,0.07502738225629792,45.15349999999997,66,0,6,1038,0,0.0
05021,0.17490494296577946,1.0,0.9660460021905805,26.241,58,50,27,738,0,0.17490494296577946
